Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
9,"N Batra, J Kelly, O Parson, H Dutta, W Knottenbelt, ...","Nilmtk",2014,"Proc. 5th Int. Conf. Future …","","","https://scholar.google.com/scholar?cites=4727037873463638787&as_sdt=2005&sciodt=2007&hl=en",11,"2022-05-04 15:31:42","CITATION","","","",,,,,9,1.13,2,6,8,"","","https://scholar.google.com/scholar?q=related:Azuep-bPmUEJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
5,"O Parson, G Fisher, A Hersey, N Batra, J Kelly, A Singh, ...","Dataport and NILMTK: a building data set designed for non-intrusive load monitoring.(September 2015)",2015,"","","","https://scholar.google.com/scholar?cites=11118043631792129261&as_sdt=2005&sciodt=2007&hl=en",12,"2022-05-04 15:31:42","CITATION","","","",,,,,5,0.71,1,7,7,"","","https://scholar.google.com/scholar?q=related:7YRD9sY5S5oJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
3,"N Batra, J Kelly, O Parson","Haimonti Du a, William Kno enbelt, Alex Rogers, Amarjeet Singh, and Mani Srivastava. 2014. NILMTK: an open source toolkit for non-intrusive load …",,"Proceedings of the 5th international conference on …","","","https://scholar.google.com/scholar?cites=10152012702297352051&as_sdt=2005&sciodt=2007&hl=en",13,"2022-05-04 15:31:42","CITATION","","","",,,,,3,0.00,1,3,,"","","https://scholar.google.com/scholar?q=related:c-ev28Mx44wJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
2,"N Batra, J Kelly, O Parson, H Dutta, W Knottenbelt, ...","NILMTK: An Open Source Toolkit for Non-intrusive Load Monitoring.(2014), 265–276",2014,"arXiv preprint arXiv …","","","https://scholar.google.com/scholar?cites=17542833790176969198&as_sdt=2005&sciodt=2007&hl=en",14,"2022-05-04 15:31:42","CITATION","","","",,,,,2,0.25,0,6,8,"","","https://scholar.google.com/scholar?q=related:7sE34WKqdPMJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
3,"N Batra","Non intrusive load monitoring: Systems, metrics and use cases",2015,"Proceedings of the 13th acm conference on embedded …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2809695.2822523","https://scholar.google.com/scholar?cites=11209301903212643261&as_sdt=2005&sciodt=2007&hl=en",15,"2022-05-04 15:31:42","","10.1145/2809695.2822523","","",,,,,3,0.43,3,1,7,"… (NILMTK), designed specifically to enable the comparison of NILM algorithms [3]. NILMTK provides … The initial version of NILMTK provided 2 benchmark NILM algorithms (combinatorial …","https://www.researchgate.net/profile/Nipun-Batra/publication/281643176_Non_Intrusive_Load_Monitoring_Systems_Metrics_and_Use_Cases/links/55f26aa408ae199d47c47eda/Non-Intrusive-Load-Monitoring-Systems-Metrics-and-Use-Cases.pdf","https://scholar.google.com/scholar?q=related:vYMZCbFwj5sJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
0,"C Heckmann","SMARTICITY–A Feedback System for Energy Consumption and Costs",2015,"Energy, Science and Technology 2015. The energy …","researchgate.net","https://www.researchgate.net/profile/Carl-Heckmann/publication/273443072_SMARTICITY_-_A_Feedback_System_for_Energy_Consumption_and_Costs/links/550144c50cf2d61f8211eed0/SMARTICITY-A-Feedback-System-for-Energy-Consumption-and-Costs.pdf","",16,"2022-05-04 15:31:42","PDF","","","",,,,,0,0.00,0,1,7,"… SMARTICITY has been developed on basis of the NILMTK package [2], which we include as a component into our system (“NILMTK-Wrapper”). The algorithm implemented in NILMTK …","https://www.researchgate.net/profile/Carl-Heckmann/publication/273443072_SMARTICITY_-_A_Feedback_System_for_Energy_Consumption_and_Costs/links/550144c50cf2d61f8211eed0/SMARTICITY-A-Feedback-System-for-Energy-Consumption-and-Costs.pdf","https://scholar.google.com/scholar?q=related:pJ1ks9cQjcIJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
0,"A Arias, E Personal Vázquez, A Parejo Matos","Desagregación de la demanda usando Non Intrusive Load Monitoring Toolkit (NILMTK)",2021,"","idus.us.es","https://idus.us.es/handle/11441/108318","",17,"2022-05-04 15:31:42","","","","",,,,,0,0.00,0,3,1,"… NILMTK. Para ello es importante definir una metodología en particular dado que NILMTK es … La metodología implementada utiliza el pipeline de NILMTK y se ha dividido en seis etapas…","https://idus.us.es/bitstream/handle/11441/108318/personal-vazquez_ponencia-sevilla_2020_desagregacion.pdf?sequence=1&isAllowed=y","https://scholar.google.com/scholar?q=related:QdF8HJlV9L8J:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
0,"高誌基","基於 NILMTK 開源套件之非入侵式家電辨識系統設計與研究",2020,"","airitilibrary.com","https://www.airitilibrary.com/Publication/alDetailedMesh?docid=U0005-1708202014503700","",18,"2022-05-04 15:31:42","","","","",,,,,0,0.00,0,1,2,"… (CAE) algorithm into the NILMTK framework, which shows the … can be trained properly on the NILMTK framework. The new … new algorithms under the NILMTK framework, and continue …","",""
0,"H Kaiyuan, Y Xueshun, L Keyan, ...","Non-Intrusive Load Monitoring Based on Data Correlation for Distribution Network",2021,"2021 China …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9556692/","",19,"2022-05-04 15:31:42","","","","",,,,,0,0.00,0,4,1,"… NILMTK [15] for comparison, the results of NILMTK and our algorithm are shown in Table 2. NILMTK … ; the algorithm in this paper is better than NILMTK in general, but the identification …","","https://scholar.google.com/scholar?q=related:0U5b880VViEJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
25,"N Buneeva, A Reinhardt","AMBAL: Realistic load signature generation for load disaggregation performance evaluation",2017,"2017 ieee international conference …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8340657/","https://scholar.google.com/scholar?cites=9589188962798525306&as_sdt=2005&sciodt=2007&hl=en",20,"2022-05-04 15:31:42","","","","",,,,,25,5.00,13,2,5,"… The generated data is valuable for the development of data analysis algorithms (eg, Non-Intrusive Load Monitoring), and we integrate it with the NILMTK framework to demonstrate that …","https://dokumente.ub.tu-clausthal.de/servlets/MCRFileNodeServlet/clausthal_derivate_00000732/11.pdf","https://scholar.google.com/scholar?q=related:etuzU46kE4UJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
2,"F Kalinke, P Bielski, S Singh, E Fouché, ...","An Evaluation of NILM Approaches on Industrial Energy-Consumption Data",2021,"Proceedings of the …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3447555.3464863","https://scholar.google.com/scholar?cites=8132362848860860135&as_sdt=2005&sciodt=2007&hl=en",21,"2022-05-04 15:31:42","","10.1145/3447555.3464863","","",,,,,2,2.00,0,5,1,"… To produce our results we use NILMTK 0.4.0.dev1+git. We split the HIPE data into a training set (2017-10-04 to 2017-12-04) and a test set (2017-12-04 to 2017-12-21), corresponding to …","https://edouardfouche.com/publications/eEnergy2021_Kalinke_AV.pdf","https://scholar.google.com/scholar?q=related:527vhuz023AJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
0,"M Jürgel","Non-Intrusive Load Monitoring in the OpenHAB smart home framework",,"","","","",22,"2022-05-04 15:31:42","CITATION","","","",,,,,0,0.00,0,1,,"","","https://scholar.google.com/scholar?q=related:dBbWAozxyKMJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
5,"A Verma, A Anwar, MA Mahmud, M Ahmed, ...","A Comprehensive Review on the NILM Algorithms for Energy Disaggregation",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2102.12578","https://scholar.google.com/scholar?cites=14081337007429376915&as_sdt=2005&sciodt=2007&hl=en",23,"2022-05-04 15:31:42","","","","",,,,,5,5.00,1,5,1,"… This paper provides a concise and clear overview of the NILM framework and the NILMTK-API by implementing the API on three publicly available data sets and comparing the ob…","https://arxiv.org/pdf/2102.12578","https://scholar.google.com/scholar?q=related:k9tj8mb1asMJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
10,"J Chavat, J Graneri, S Nesmachnow","Household energy disaggregation based on pattern consumption similarities",2019,"Ibero-American Congress of Smart …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-38889-8_5","https://scholar.google.com/scholar?cites=8699648250382402123&as_sdt=2005&sciodt=2007&hl=en",24,"2022-05-04 15:31:42","","10.1007/978-3-030-38889-8_5","","",,,,,10,3.33,3,3,3,"… The nilmtk framework is used to process the results and to perform a comparison with two built-in algorithms provided by the framework, based on combinatorial optimization and …","","https://scholar.google.com/scholar?q=related:S0Lksv1bu3gJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
8,"A Reinhardt, M Bouchur","On the impact of the sequence length on sequence-to-sequence and sequence-to-point learning for nilm",2020,"Proceedings of the 5th International Workshop …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3427771.3427857","https://scholar.google.com/scholar?cites=7800432385762772414&as_sdt=2005&sciodt=2007&hl=en",25,"2022-05-04 15:31:42","","10.1145/3427771.3427857","","",,,,,8,4.00,4,2,2,"… Moreover, if further data downsampling is being applied (eg, by setting a value greater than 1 for the sample_ period in NILMTK), the input sequence effectively covers an even longer …","http://nilmworkshop.org/2020/proceedings/nilm20-final75.pdf","https://scholar.google.com/scholar?q=related:vsXXJ-2zQGwJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
36,"C Klemenjak, S Makonin, ...","Towards comparability in non-intrusive load monitoring: on data and performance evaluation",2020,"2020 IEEE power & …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9087706/","https://scholar.google.com/scholar?cites=12607139008239222197&as_sdt=2005&sciodt=2007&hl=en",26,"2022-05-04 15:31:42","","","","",,,,,36,18.00,12,3,2,"… All source code used in the course of our investigations is compatible with NILMTK [8]. More information as well as supplemental material can be obtained from our repository1. …","https://arxiv.org/pdf/2001.07708","https://scholar.google.com/scholar?q=related:tb0R7CGO9a4J:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
3,"HS Kim, HC Kim, MJ Kang, JW Jwa","Data Processing and Analysis of Non-Intrusive Electrical Appliances Load Monitoring in Smart Farm",2020,"Journal of IKEEE","koreascience.or.kr","https://www.koreascience.or.kr/article/JAKO202019962560664.page","https://scholar.google.com/scholar?cites=16689563809415951795&as_sdt=2005&sciodt=2007&hl=en",27,"2022-05-04 15:31:42","","","","",,,,,3,1.50,1,4,2,"The non-intrusive load monitoring (NILM) is an important way to cost-effective real-time monitoring the energy consumption and time of use for each appliance in a home or business …","https://www.koreascience.or.kr/article/JAKO202019962560664.pdf","https://scholar.google.com/scholar?q=related:s_VzDNw9necJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
6,"K Osathanunkul, K Osathanunkul","Different sampling rates on neural nilm energy disaggregation",2019,"2019 joint international …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8692281/","https://scholar.google.com/scholar?cites=11647843180192890404&as_sdt=2005&sciodt=2007&hl=en",28,"2022-05-04 15:31:42","","","","",,,,,6,2.00,3,2,3,"… NILMTK is a toolkit written in python used to evaluate the NILM algorithm. NILM researchers can use NILMTK to evaluate and compare several NILM algorithm. NILMTK is written in …","","https://scholar.google.com/scholar?q=related:JH7a0qhzpaEJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
0,"R Teixeira, MÁ Antunes, ...","Using Deep Learning and Knowledge Transfer to Disaggregate Energy Consumption",2021,"… Conference on Wavelet …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9736149/","",29,"2022-05-04 15:31:42","","","","",,,,,0,0.00,0,3,1,"… All the code used as well as the modifications made in NILMTK for it to work are publicly available on GitHub 1 . The remainder of this paper is structured as follows. In sec tion 2, we …","https://www.researchgate.net/profile/Rafael_Teixeira12/publication/356894588_USING_DEEP_LEARNING_AND_KNOWLEDGE_TRANSFER_TO_DISAGGREGATE_ENERGY_CONSUMPTION/links/61b1f16b8429577d97af08ac/USING-DEEP-LEARNING-AND-KNOWLEDGE-TRANSFER-TO-DISAGGREGATE-ENERGY-CONSUMPTION.pdf","https://scholar.google.com/scholar?q=related:ZvbonTFKzvwJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
2,"R Quindai, BM Barbosa, CMP Almeida, ...","A Non Intrusive Low Cost Kit for Electric Power Measuring and Energy Disaggregation",2018,"… Software and Systems","hrcak.srce.hr","https://hrcak.srce.hr/199004","https://scholar.google.com/scholar?cites=7294367014976266396&as_sdt=2005&sciodt=2007&hl=en",30,"2022-05-04 15:31:42","","","","",,,,,2,0.50,1,4,4,"… Additionally, to perform the energy disaggregation, we use the NILMTK tool. This tool compares disaggregation algorithms on many public datasets. We use in our system two …","https://hrcak.srce.hr/file/293008","https://scholar.google.com/scholar?q=related:nKD8JCfMOmUJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
5,"FD Garcia, WA Souza, IS Diniz, ...","NILM-based approach for energy efficiency assessment of household appliances",2020,"Energy …","energyinformatics.springeropen.com","https://energyinformatics.springeropen.com/articles/10.1186/s42162-020-00131-7","https://scholar.google.com/scholar?cites=7503823404990501440&as_sdt=2005&sciodt=2007&hl=en",31,"2022-05-04 15:31:42","HTML","10.1186/s42162-020-00131-7","","",,,,,5,2.50,1,4,2,"… Following the experimental procedure based on NILMTK, this section describes the procedure for estimating the EE indexes for two loads of major interest: refrigerators and microwaves…","https://energyinformatics.springeropen.com/articles/10.1186/s42162-020-00131-7","https://scholar.google.com/scholar?q=related:QJK4P6HvImgJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
0,"X Liu, S Bolwig, PS Nielsen","SmartM: A Non-intrusive Load Monitoring Platform",2019,"International Conference on Business …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-36691-9_36","",32,"2022-05-04 15:31:42","","10.1007/978-3-030-36691-9_36","","",,,,,0,0.00,0,3,3,"… period and preprocessed the data according to conforming to NILMTK data format so that it can be analyzed … We use the NILMTK [14] as the load preprocessing and disaggregation tool. …","","https://scholar.google.com/scholar?q=related:VusVRjkC4DUJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
24,"C Klemenjak, A Reinhardt, L Pereira, ...","Electricity consumption data sets: Pitfalls and opportunities",2019,"Proceedings of the 6th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3360322.3360867","https://scholar.google.com/scholar?cites=1658608854926185781&as_sdt=2005&sciodt=2007&hl=en",33,"2022-05-04 15:31:42","","10.1145/3360322.3360867","","",,,,,24,8.00,6,4,3,"… NILMTK-DF is a data format tailored to the needs of NILMTK and internally relies on HDF5 with a custom metadata structure [6]. However, the fact that NILMTK-DF has not found wide …","https://www.areinhardt.de/publications/2019/Klemenjak_BuildSys_2019.pdf","https://scholar.google.com/scholar?q=related:NVUxQ_ePBBcJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
32,"H Rafiq, H Zhang, H Li, ...","Regularized LSTM based deep learning model: first step towards real-time non-intrusive load monitoring",2018,"2018 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8499519/","https://scholar.google.com/scholar?cites=9617890147753061163&as_sdt=2005&sciodt=2007&hl=en",34,"2022-05-04 15:31:42","","","","",,,,,32,8.00,8,4,4,"… We have used NILMTK library during our algorithm development and testing. NILMTK is an … NILMTK toolkit provided various functions ranging from dataset formatting to standardized …","","https://scholar.google.com/scholar?q=related:K-uMsSGceYUJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
2,"H Pötter, S Lee, D Mossé","Towards Privacy-preserving Framework for Non-Intrusive Load Monitoring",2021,"Proceedings of the Twelfth ACM International …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3447555.3464873","https://scholar.google.com/scholar?cites=5938967820469844011&as_sdt=2005&sciodt=2007&hl=en",35,"2022-05-04 15:31:42","","10.1145/3447555.3464873","","",,,,,2,2.00,1,3,1,"… We use NILMTK to interpolate the data to every three seconds and combined both UKDALE and REDD to simulate non-independent and identically distributed (non-IID) characteristics …","","https://scholar.google.com/scholar?q=related:K7iUR8Rza1IJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
0,"A Musa, GD Nugraha, K Ramli, D Choi","A design of data-driven energy-use profiling in residential buildings",2018,"Proceedings of the 5th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3276774.3281021","",36,"2022-05-04 15:31:42","","10.1145/3276774.3281021","","",,,,,0,0.00,0,4,4,"… To construct this model, we use NILMTK 1, an open-source toolkit designed to help researchers evaluate their algorithm while determining the appropriate values of SON t and SOFF t . …","","https://scholar.google.com/scholar?q=related:rMJTpBsj7ecJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
10,"JP Chavat, J Graneri, S Nesmachnow","Nonintrusive energy disaggregation by detecting similarities in consumption patterns",2021,"Revista Facultad de Ingeniería …","scielo.org.co","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302021000100027","https://scholar.google.com/scholar?cites=15270479642549337533&as_sdt=2005&sciodt=2007&hl=en",37,"2022-05-04 15:31:42","HTML","","","",,,,,10,10.00,3,3,1,"… Los resultados experimentales se comparan con algoritmos del entorno de trabajo nilmtk (optimización combinatoria y modelo oculto de Markov factorial). El algoritmo propuesto …","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302021000100027","https://scholar.google.com/scholar?q=related:vb38E1Sk69MJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
57,"J Kelly, W Knottenbelt","Metadata for energy disaggregation",2014,"2014 IEEE 38th International Computer …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6903193/","https://scholar.google.com/scholar?cites=13903992432499228335&as_sdt=2005&sciodt=2007&hl=en",38,"2022-05-04 15:31:42","","","","",,,,,57,7.13,29,2,8,"… toolkit NILMTK [… NILMTK already implements a simple schema for the import and export of appliance models, we plan to implement our proposed ‘appliance models’ schema in NILMTK…","https://arxiv.org/pdf/1403.5946","https://scholar.google.com/scholar?q=related:r_7VanPn9MAJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
7,"C Rottondi, M Derboni, D Piga, AE Rizzoli","An optimisation-based energy disaggregation algorithm for low frequency smart meter data",2019,"Energy Informatics","Springer","https://link.springer.com/article/10.1186/s42162-019-0089-8","https://scholar.google.com/scholar?cites=16854944977185702385&as_sdt=2005&sciodt=2007&hl=en",39,"2022-05-04 15:31:42","HTML","10.1186/s42162-019-0089-8","","",,,,,7,2.33,2,4,3,"… The performance of the algorithm is then compared to that obtained by two state of the art disaggregation approaches implemented in the publicly available NILMTK framework. The first …","https://link.springer.com/article/10.1186/s42162-019-0089-8","https://scholar.google.com/scholar?q=related:8YHoySfL6OkJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
5,"A Reinhardt, C Klemenjak","Device-Free User Activity Detection using Non-Intrusive Load Monitoring: A Case Study",2020,"Proceedings of the 2nd ACM Workshop on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3427772.3429391","https://scholar.google.com/scholar?cites=15449705991016972871&as_sdt=2005&sciodt=2007&hl=en",40,"2022-05-04 15:31:42","","10.1145/3427772.3429391","","",,,,,5,2.50,3,2,2,"… We evaluate NIAD using NILMTK [6] version v0.4.0dev1 and NILMTK-contrib [7] version 0.1.0, respectively. Out of its available algorithms, we incorporate three traditional …","https://mobile.aau.at/publications/klemenjak-dfhs20-niad.pdf","https://scholar.google.com/scholar?q=related:R4LKJr5haNYJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
3,"E Holmegaard, MB Kjærgaard","Towards NILM for industrial settings",2015,"Proceedings of the 2015 ACM Sixth …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2768510.2770943","https://scholar.google.com/scholar?cites=6179018854688950443&as_sdt=2005&sciodt=2007&hl=en",41,"2022-05-04 15:31:42","","10.1145/2768510.2770943","","",,,,,3,0.43,2,2,7,"… event value used by the opensource toolkit NILMTK [1]. For understanding the collected … We apply k-means clustering with k=3, which is also the clustering type used by NILMTK [1]. …","","https://scholar.google.com/scholar?q=related:qwgtFulIwFUJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
